Mechnium '20,https://dare2compete.com/,
Utthan,https://dare2compete.com/,
BreakPoint- HackFest With Job Placement At Code Quotient,https://dare2compete.com/,
Quizignia 2019,https://dare2compete.com/,
M-Day 2019,https://dare2compete.com/,
Sphinx 19,https://dare2compete.com/,
Coalesce'19,https://dare2compete.com/,
"Flagship Event - iQ'oniQ ( Analytics Club Of NMIMS, Hyderabad )",https://dare2compete.com/,
3rd National XL IR Summit,https://dare2compete.com/,
IndiaJoy Global Youth Program,https://dare2compete.com/,
HR Connect 2019,https://dare2compete.com/,
Rajagiri National Business Quiz 2019,https://dare2compete.com/,
The Marketing Conclave - Touge’19,https://dare2compete.com/,
Genesis 2019,https://dare2compete.com/,
Elegante 3.0,https://dare2compete.com/,
Ojas 2K19,https://dare2compete.com/,
FinFare 2019,https://dare2compete.com/,
"Internationalism Awadh Forum, 2020",https://dare2compete.com/,
Krishi Manthan 2019,https://dare2compete.com/,
IMAGE 2020,https://dare2compete.com/,
"MahaPrabandhan Parva - DMS, MNIT Jaipur",https://dare2compete.com/,
Khlurthma 2019,https://dare2compete.com/,
INNOVISION'19,https://dare2compete.com/,
Prabodhan'19,https://dare2compete.com/,
4th Indian Abacus National level Competition - 2020,https://dare2compete.com/,
VRIDDHI,https://dare2compete.com/,
Sangharsh 2K20,https://dare2compete.com/,
Ushus,https://dare2compete.com/,
Fluxus,https://dare2compete.com/,
Launchpad,https://dare2compete.com/,
GNOSIS 2019,https://dare2compete.com/,
Karmaanta - The Annual Management Fest of IIM Raipur,https://dare2compete.com/,
CALL FOR ARTICLES-ARITICLES OF THE MONTH,https://dare2compete.com/,
Delphique,https://dare2compete.com/,
MOQSH'19,https://dare2compete.com/,
MICANVAS 2019,https://dare2compete.com/,
Profectus,https://dare2compete.com/,
SAMYAK,https://dare2compete.com/,
Shri Ram Research Festival,https://dare2compete.com/,
CMS Week,https://dare2compete.com/,
Vigyapan,https://dare2compete.com/,
Confluencia,https://dare2compete.com/,
TVS Credit E.P.I.C,https://dare2compete.com/,
NATIONAL RETAIL SUMMIT,https://dare2compete.com/,
TEDxIIFTDelhi,https://dare2compete.com/,
COMPETITION,https://dare2compete.com/,
Technical Summit,https://dare2compete.com/,
Amalthea '19,https://dare2compete.com/,
ADHIMULYA,https://dare2compete.com/,
Nishtha 2019,https://dare2compete.com/,
Trailblazers,https://dare2compete.com/,
BRAND QUEST 2020,https://dare2compete.com/,
Global Young Leaders Fellowship & Karmaveer Chakra Awards 2019 at IIT Delhi,https://dare2compete.com/,
Essay Writing,https://dare2compete.com/,
Backwaters'19,https://dare2compete.com/,
Paragana 2019,https://dare2compete.com/,
Agnitraya'19,https://dare2compete.com/,
Internship,https://dare2compete.com/,
E-Cafe,https://dare2compete.com/,
Xpressions 2019,https://dare2compete.com/,
"""Youth as Torch Bearers of Business Oriented Agriculture in South India""",https://dare2compete.com/,
Environment Literacy Campaign 3.0,https://dare2compete.com/,
Hack-A-BIT,https://dare2compete.com/,
The Synergy Fest - SGTU,https://dare2compete.com/,
Hackathon cum Conference,https://dare2compete.com/,
Advaita’19,https://dare2compete.com/,
7th Asia Pacific Business Research Conference 2020,https://dare2compete.com/,
Nishtha,https://dare2compete.com/,
PRATYAKSHA 13.0,https://dare2compete.com/,
HR Summit 2019,https://dare2compete.com/,
SNU Business Conclave,https://dare2compete.com/,
CLAIRVOYANCE 2019,https://dare2compete.com/,
IIDAIRA'19,https://dare2compete.com/,
Coalescence'19,https://dare2compete.com/,
E-Summit,https://dare2compete.com/,
Influx'19,https://dare2compete.com/,
Rendezvous'19,https://dare2compete.com/,
ATMOS 2019,https://dare2compete.com/,
MARIFEST,https://dare2compete.com/,
PAN India Rendezvous Camerathon - MNIT Jaipur,https://dare2compete.com/,
NISADYA2019,https://dare2compete.com/,
"Research Article Competition-The Marketing Forum, TAPMI",https://dare2compete.com/,
FINANZA 2019,https://dare2compete.com/,
SRNTH Scholarship Exam,https://dare2compete.com/,
Inter Model United Nations (MUN),https://dare2compete.com/,
Rumble In The Jungle 2019,https://dare2compete.com/,
Weekly event,https://dare2compete.com/,
"Kshitij, IIT Kharagpur",https://dare2compete.com/,
AGON 5.0,https://dare2compete.com/,
Sarvottama 4.0,https://dare2compete.com/,
Solaris 2019,https://dare2compete.com/,
Web Designing for Career Scope,https://dare2compete.com/,
MANZAR : Online management event,https://dare2compete.com/,
"Shaastra, IIT Madras",https://dare2compete.com/,
Agribusiness Leader Hunt 2019,https://dare2compete.com/,
Arthayudh 2019,https://dare2compete.com/,
GHRTBIF Entrepreneurship Summit-2019,https://dare2compete.com/,
"The Financial Colosseum'19 - Annual Financial Fest of F&IC, Hindu College",https://dare2compete.com/,
Sandhaan 20,https://dare2compete.com/,
IIMB Business Conclave,https://dare2compete.com/,
Alpha Venturi,https://dare2compete.com/,
NISADYA,https://dare2compete.com/,
"Avenues '19 - The Annual Business Festival of SJMSOM, IIT Bombay",https://dare2compete.com/,
Business,https://dare2compete.com/,
World EV Show - Delhi 2019,https://dare2compete.com/,
Neurology Conferences,https://dare2compete.com/,
iPreneur'19,https://dare2compete.com/,
Engineer's Day,https://dare2compete.com/,
biomedicaldevices-2020,https://dare2compete.com/,
Samanvay,https://dare2compete.com/,
Contract Drafting Competition 2019,https://dare2compete.com/,
PROGYAN 2019,https://dare2compete.com/,
ISB Leadership Summit 2019,https://dare2compete.com/,
Technovit 2019,https://dare2compete.com/,
Kallola 2019,https://dare2compete.com/,
Gramotsava - The Annual Rural Marketing Fair,https://dare2compete.com/,
IB Conclave,https://dare2compete.com/,
IFIMahatosav 2019,https://dare2compete.com/,
Gastroenterology 2020,https://dare2compete.com/,
Reflux,https://dare2compete.com/,
Avartan,https://dare2compete.com/,
Esprit 2019,https://dare2compete.com/,
IRIS 2019,https://dare2compete.com/,
TARANG'19,https://dare2compete.com/,
Eureka!,https://dare2compete.com/,
Barcode 2019,https://dare2compete.com/,
SIIB Leadership Series 2019,https://dare2compete.com/,
TECHSPARDHA,https://dare2compete.com/,
Prabandhan 2019,https://dare2compete.com/,
Avion,https://dare2compete.com/,
"EXORDIUM, The E-Summit",https://dare2compete.com/,
Twice Read - readers festival,https://dare2compete.com/,
Lit Fest'19,https://dare2compete.com/,
Literati,https://dare2compete.com/,
Passion 2019,https://dare2compete.com/,
Hackathon,https://dare2compete.com/,
XL - IR Summit,https://dare2compete.com/,
Xamboree 2019,https://dare2compete.com/,
ASTHIVAARA_2K19,https://dare2compete.com/,
"Industrial Relations Conclave 2019, TISS Mumbai",https://dare2compete.com/,
Nursing Conferences,https://dare2compete.com/,
